filepath,class,split
/content/drive/MyDrive/animal_dataset/dataset/train/tiger_siberian/Image_18.jpg,tiger_siberian,train
/content/drive/MyDrive/animal_dataset/dataset/train/tiger_siberian/Image_20.jpg,tiger_siberian,train
/content/drive/MyDrive/animal_dataset/dataset/train/tiger_siberian/Image_4.jpg,tiger_siberian,train
/content/drive/MyDrive/animal_dataset/dataset/train/tiger_siberian/Image_7.jpg,tiger_siberian,train
/content/drive/MyDrive/animal_dataset/dataset/train/tiger_siberian/Image_15.jpg,tiger_siberian,train
/content/drive/MyDrive/animal_dataset/dataset/train/tiger_siberian/Image_21.jpg,tiger_siberian,train
/content/drive/MyDrive/animal_dataset/dataset/train/tiger_siberian/Image_6.jpg,tiger_siberian,train
/content/drive/MyDrive/animal_dataset/dataset/train/tiger_siberian/Image_22.jpg,tiger_siberian,train
/content/drive/MyDrive/animal_dataset/dataset/train/tiger_siberian/Image_19.jpg,tiger_siberian,train
/content/drive/MyDrive/animal_dataset/dataset/train/tiger_siberian/Image_10.jpg,tiger_siberian,train
/content/drive/MyDrive/animal_dataset/dataset/train/tiger_siberian/Image_2.jpg,tiger_siberian,train
/content/drive/MyDrive/animal_dataset/dataset/train/tiger_sumatran/Image_2.jpg,tiger_sumatran,train
/content/drive/MyDrive/animal_dataset/dataset/train/tiger_sumatran/Image_4.jpg,tiger_sumatran,train
/content/drive/MyDrive/animal_dataset/dataset/train/tiger_sumatran/Image_5.jpg,tiger_sumatran,train
/content/drive/MyDrive/animal_dataset/dataset/train/tiger_sumatran/Image_3.jpg,tiger_sumatran,train
/content/drive/MyDrive/animal_dataset/dataset/train/lion_african/Image_4.jpg,lion_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/lion_african/Image_2.jpg,lion_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/lion_african/Image_3.jpg,lion_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/lion_african/Image_5.jpg,lion_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/lion_asiatic/Image_3.jpg,lion_asiatic,train
/content/drive/MyDrive/animal_dataset/dataset/train/lion_asiatic/Image_2.jpg,lion_asiatic,train
/content/drive/MyDrive/animal_dataset/dataset/train/lion_white/Image_14.jpg,lion_white,train
/content/drive/MyDrive/animal_dataset/dataset/train/lion_white/Image_27.jpg,lion_white,train
/content/drive/MyDrive/animal_dataset/dataset/train/lion_white/Image_28.jpg,lion_white,train
/content/drive/MyDrive/animal_dataset/dataset/train/lion_white/Image_20.jpg,lion_white,train
/content/drive/MyDrive/animal_dataset/dataset/train/lion_white/Image_31.jpg,lion_white,train
/content/drive/MyDrive/animal_dataset/dataset/train/lion_white/Image_4.jpg,lion_white,train
/content/drive/MyDrive/animal_dataset/dataset/train/lion_white/Image_23.jpg,lion_white,train
/content/drive/MyDrive/animal_dataset/dataset/train/lion_white/Image_19.jpg,lion_white,train
/content/drive/MyDrive/animal_dataset/dataset/train/lion_white/Image_24.jpg,lion_white,train
/content/drive/MyDrive/animal_dataset/dataset/train/lion_white/Image_2.jpg,lion_white,train
/content/drive/MyDrive/animal_dataset/dataset/train/lion_white/Image_33.jpg,lion_white,train
/content/drive/MyDrive/animal_dataset/dataset/train/lion_white/Image_22.jpg,lion_white,train
/content/drive/MyDrive/animal_dataset/dataset/train/lion_white/Image_32.jpg,lion_white,train
/content/drive/MyDrive/animal_dataset/dataset/train/lion_white/Image_18.jpg,lion_white,train
/content/drive/MyDrive/animal_dataset/dataset/train/lion_white/Image_17.jpg,lion_white,train
/content/drive/MyDrive/animal_dataset/dataset/train/lion_white/Image_5.jpg,lion_white,train
/content/drive/MyDrive/animal_dataset/dataset/train/lion_white/Image_15.jpg,lion_white,train
/content/drive/MyDrive/animal_dataset/dataset/train/lion_white/Image_3.jpg,lion_white,train
/content/drive/MyDrive/animal_dataset/dataset/train/lion_white/Image_1.jpg,lion_white,train
/content/drive/MyDrive/animal_dataset/dataset/train/lion_white/Image_8.jpg,lion_white,train
/content/drive/MyDrive/animal_dataset/dataset/train/lion_white/Image_21.jpg,lion_white,train
/content/drive/MyDrive/animal_dataset/dataset/train/lion_white/Image_26.jpg,lion_white,train
/content/drive/MyDrive/animal_dataset/dataset/train/lion_white/Image_11.jpg,lion_white,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_5.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_60.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_16.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_30.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_51.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_45.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_28.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_65.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_6.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_18.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_36.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_26.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_47.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_42.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_24.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_3.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_57.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_48.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_37.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_27.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_38.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_2.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_32.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_46.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_54.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_8.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_4.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_31.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_61.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_13.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_63.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_29.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_55.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_19.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_1.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_66.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_35.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_50.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_33.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_59.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_20.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_41.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_53.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_44.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_african/Image_39.jpg,leopard_african,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_100.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_111.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_42.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_74.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_175.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_139.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_9.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_159.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_51.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_110.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_72.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_112.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_95.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_132.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_121.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_6.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_64.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_94.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_103.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_165.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_70.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_80.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_116.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_126.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_33.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_38.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_21.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_131.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_154.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_99.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_128.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_157.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_75.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_161.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_35.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_76.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_147.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_168.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_137.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_25.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_158.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_32.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_20.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_1.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_40.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_113.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_96.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_44.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_146.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_153.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_62.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_185.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_133.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_171.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_138.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_17.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_108.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_55.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_77.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_180.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_67.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_101.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_2.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_5.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_170.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_48.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_23.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_78.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_66.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_148.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_53.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_24.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_184.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_22.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_50.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_129.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_115.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_4.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_79.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_156.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_174.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_52.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_164.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_123.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_87.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_63.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_145.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_81.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_102.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_45.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_86.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_136.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_46.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_98.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_91.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_60.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_26.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_31.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_41.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_83.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_36.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_57.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_183.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_160.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_118.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_39.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_169.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_107.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_173.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_7.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_18.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_13.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_176.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_65.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_14.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_141.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_47.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_140.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_27.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_172.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_82.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_93.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_142.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_11.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_30.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_125.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_3.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_54.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_amur/Image_166.jpg,leopard_amur,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_snow/Image_4.jpg,leopard_snow,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_snow/Image_14.jpg,leopard_snow,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_snow/Image_2.jpg,leopard_snow,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_snow/Image_24.jpg,leopard_snow,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_snow/Image_33.jpg,leopard_snow,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_snow/Image_20.jpg,leopard_snow,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_snow/Image_28.jpg,leopard_snow,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_snow/Image_23.jpg,leopard_snow,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_snow/Image_19.jpg,leopard_snow,train
/content/drive/MyDrive/animal_dataset/dataset/train/leopard_snow/Image_22.jpg,leopard_snow,train
